segment_id,cum_ee_m,cum_shoulder_pan_joint_rad,cum_shoulder_lift_joint_rad,cum_elbow_joint_rad,cum_wrist_1_joint_rad,cum_wrist_2_joint_rad,cum_wrist_3_joint_rad,cum_shoulder_pan_joint_deg,cum_shoulder_lift_joint_deg,cum_elbow_joint_deg,cum_wrist_1_joint_deg,cum_wrist_2_joint_deg,cum_wrist_3_joint_deg,
1,0.647687,1.430519,0.170726,0.586937,0.413768,0.005401,2.993242,81.962675,9.781902,33.629014,23.707140,0.309428,171.500160,
2,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
3,1.084018,2.328767,0.415265,0.243314,0.176503,0.008782,2.321446,133.428543,23.792950,13.940871,10.112879,0.503157,133.009062,
4,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
5,0.518736,1.161373,0.571710,0.120126,0.450838,0.004426,1.157815,66.541764,32.756542,6.882713,25.831088,0.253585,66.337885,
6,0.099997,0.495550,0.234772,0.053571,0.180779,0.001812,0.494092,28.392908,13.451459,3.069368,10.357880,0.103817,28.309392,
7,0.100258,0.313751,0.233423,0.114992,0.118351,0.000838,0.312732,17.976590,13.374152,6.588550,6.781012,0.048017,17.918239,
8,0.100223,0.202767,0.215643,0.168584,0.047459,0.000538,0.202114,11.617681,12.355450,9.659158,2.719214,0.030822,11.580304,
9,0.937489,2.191269,0.120564,0.216783,0.095251,0.004569,2.184151,125.550481,6.907829,12.420748,5.457507,0.261767,125.142628,
10,0.904404,0.181988,1.371276,0.834107,2.201674,0.001610,0.181520,10.427124,78.568319,47.790800,126.146609,0.092224,10.400344,
11,0.903839,0.180491,1.368821,0.826401,2.181700,0.000756,0.179448,10.341376,78.427655,47.349273,125.002228,0.043317,10.281602,
12,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
13,0.905197,0.182139,1.371296,0.834119,2.201846,0.001565,0.181385,10.435802,78.569482,47.791495,126.156499,0.089665,10.392614,
14,0.039639,0.002195,0.081682,0.075083,0.010240,0.001606,0.002963,0.125788,4.680008,4.301922,0.586693,0.092013,0.169796,
15,0.906791,0.182583,1.450402,0.751171,2.192084,0.001070,0.182106,10.461223,83.101931,43.038908,125.597148,0.061314,10.433888,
16,0.905318,0.182091,1.371235,0.834085,2.201654,0.001629,0.181438,10.433042,78.565990,47.789536,126.145469,0.093339,10.395624,
